ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
    238.785416    -63.430557     2.850
    238.719162    -60.743332     6.150
    237.816254     20.977777     4.760
    238.884583    -60.177780     5.770
    237.807922     35.657501     4.820
    238.333755    -20.167221     5.030
    236.014587     77.794441     4.320
    238.402924    -25.327223     4.590
    239.024994    -60.482777     5.760
    238.474167    -24.533054     5.390
    238.482498    -23.978056     5.420
    238.456253    -16.729445     4.150
    238.234161     17.403610     6.360
    238.625000    -27.338612     6.140
    238.300415     13.196667     6.100
    238.664581    -25.243612     5.870
    238.395416     16.075001     6.090
    238.168747     42.451668     4.620
    238.751251    -19.383055     5.940
    238.876663    -31.083612     6.210
    238.875412    -26.265833     5.620
    239.027084    -39.864166     6.030
    238.667923      8.580277     6.290
    239.742081    -65.037781     5.750
    239.265839    -48.162224     6.310
    238.069168     55.826664     5.810
    239.057922    -31.785833     6.290
    238.644165     20.310833     5.440
    239.222916    -33.966389     5.120
    239.225830    -33.964169     5.620
    239.059998    -14.399445     6.370
    239.221252    -29.214167     3.880
    239.338745    -36.185001     5.800
    239.139160    -14.829166     6.130
    238.915833     18.620556     6.260
    238.657913     43.138615     5.370
    239.113327     15.661666     3.850
    239.418335    -20.983055     5.850
    239.627914    -37.503056     6.310
    238.948334     37.946945     5.450
    239.975006    -54.021111     6.100
    238.877502     42.566109     5.750
    240.294586    -63.776665     6.410
    239.310837     14.414444     5.540
    239.547501    -14.279444     4.880
    239.645004    -24.831390     5.430
    239.876251    -41.744446     4.990
    239.712921    -26.114166     2.890
    239.991669    -40.652779     6.490
    240.276672    -54.577778     6.130
    239.397079     26.877777     4.150
    240.030411    -38.396946     3.410
    238.957077     58.911667     6.310
    239.374588     39.695278     6.310
    240.718338    -62.541668     6.250
    240.223755    -40.435280     6.210
    240.083328    -22.621666     2.320
    240.081665    -16.533333     5.470
    241.482498    -72.400833     5.700
    240.331253    -31.889444     6.330
    239.740417     36.643890     5.620
    239.875839     25.920277     2.000
    240.198334     -8.411388     5.550
    239.447495     54.749722     4.950
    240.882919    -57.775276     4.630
    240.803757    -49.229721     4.650
    240.212921      4.427500     5.830
    239.768326     49.881111     6.050
    240.664169    -29.135834     6.030
    240.309586     17.818335     5.120
    240.850830    -38.602497     4.890
    240.261246     33.303612     5.410
    240.835831    -25.865278     5.000
    240.892914    -32.000557     6.010
    240.360840     29.851112     4.990
    240.573746     22.804443     4.830
    240.977921    -24.726389     6.210
    241.074173    -33.214447     6.100
    241.152924    -37.863052     5.900
    240.940414      4.986667     6.080
    241.092087    -11.373055     5.070
    241.092087    -11.373055     4.770
    241.850006    -56.191391     6.160
    241.622498    -45.173336     4.720
    240.522919     52.915836     5.930
    240.699585     46.036667     4.760
    240.830826     36.631664     5.830
    241.359161    -19.805555     2.620
    241.360413    -19.801943     4.920
    240.472076     58.565277     4.010
    241.647919    -36.802223     4.230
    241.526245    -23.606390     5.920
    241.435410     -6.291667     6.530
    241.499161     -6.139444     6.410
    241.818329    -36.755554     5.730
    241.407501      8.096110     6.290
    241.701660    -20.669167     3.960
    242.327499    -57.934444     5.570
    240.788757     59.410835     6.190
    241.764160    -14.070833     6.320
    241.851257    -20.868610     4.320
    241.966248    -24.461945     6.330
    242.142502    -39.105278     7.050
    242.143326    -39.093056     6.650
    242.031662    -26.326668     5.380
    241.901672    -12.745556     5.780
    242.182083    -23.685555     5.880
    241.906250      9.891666     5.630
    241.842499     21.822500     6.140
    242.382080    -32.649723     6.190
    242.469162    -33.545834     5.540
    242.018753     17.046944     5.000
    242.020416     17.054443     6.250
    242.116669      8.534167     5.730
    242.245422      3.454444     5.910
    242.479996    -18.340834     6.470
    242.194168     17.205833     6.140
    242.296661      6.378889     5.970
    242.823746    -41.119720     5.860
    242.460419     -3.466944     5.370
    242.758331    -29.416388     5.130
    242.242920     36.490833     4.760
    243.344162    -55.540833     5.810
    245.086670    -78.695831     4.680
    245.111664    -78.667221     5.270
    243.320007    -53.671669     5.830
    242.192505     44.935001     4.260
    243.369583    -54.630554     4.940
    241.582077     67.810280     5.440
    242.994171    -19.449720     6.300
    242.998749    -19.460556     4.010
    243.075836    -27.926388     4.590
    243.066254    -28.417500     5.670
    243.859589    -63.685558     3.850
    243.000000    -10.064167     4.940
    242.873749      9.712500     6.530
    243.030411     -8.547501     5.430
    240.880417     76.793610     5.560
    242.869583     16.665556     6.080
    242.262085     57.937778     6.330
    244.272919    -67.941391     5.750
    242.358337     55.828888     6.490
    242.908340     23.494722     5.700
    243.957077    -57.912224     5.630
    243.235413     -4.220833     6.250
    243.440414    -24.421944     6.410
    242.915421     33.342499     6.290
    243.592911    -33.011391     5.920
    243.813751    -47.372219     5.140
    242.949997     36.425003     5.630
    243.314163      5.021111     5.480
    243.462082    -11.837500     5.220
    243.850006    -42.899723     6.140
    242.948334     42.374443     5.870
    243.619995    -21.107500     6.410
    243.188751     26.670834     6.500
    243.662918    -18.535276     6.320
    243.723328    -25.476946     6.050
    244.179581    -53.811111     5.440
    243.586243     -3.694444     2.740
    243.556244      5.901945     6.310
    244.253754    -50.068333     4.990
    244.337082    -53.086666     6.330
    243.905411     -8.369445     5.500
    243.964584    -14.849166     6.090
    244.716248    -57.899723     6.490
    243.669998     33.858608     5.640
    243.669998     33.858334     6.660
    243.869583     18.808332     5.690
    244.244995    -21.303888     6.610
    244.230423     -3.953333     6.180
    243.947495     27.422222     6.140
    243.104584     67.144165     6.210
    244.574585    -28.613890     4.780
    244.823746    -42.673889     5.450
    244.960007    -50.155556     4.020
    245.104996    -55.140003     5.770
    244.186661     29.150278     5.780
    244.580414     -4.692500     3.240
    244.782089    -20.217779     6.290
    244.886246    -30.906666     5.490
    244.751663    -14.872500     5.940
    242.706253     75.877502     5.480
    245.135834    -39.430836     6.120
    245.159164    -24.169443     4.550
    243.134171     75.210556     6.390
    245.616669    -49.572220     5.330
    245.297089    -25.592779     2.890
    245.620422    -43.912224     5.880
    244.313751     59.755001     5.400
    245.017914     21.132500     6.050
    243.639587     73.394997     5.980
    246.341660    -63.124722     6.150
    244.796661     49.038055     5.910
    244.979584     39.708611     5.460
    244.934998     46.313332     3.890
    245.518326      1.029167     4.820
    246.005417    -39.193058     5.400
    245.479996     19.153055     3.750
    245.662079     -2.079722     6.230
    245.986252    -33.199444     6.470
    247.117081    -70.084450     4.910
    246.225830    -45.349167     6.330
    246.132080    -37.565834     5.420
    244.539169     68.554451     6.410
    248.362503    -78.897217     3.890
    245.524170     30.891945     4.850
    246.025833    -20.037500     4.500
    246.164993    -29.703335     6.630
    246.165421    -29.704723     5.840
    245.589172     33.799168     5.200
    245.621674     33.703613     5.390
    246.988754    -64.058060     5.270
    245.735413     32.333054     6.400
    246.044998      6.948056     5.850
    246.396667    -23.447222     5.020
    246.396255    -23.446110     5.920
    247.063339    -58.599720     5.690
    246.796249    -47.555000     4.470
    244.376251     75.755280     4.950
    246.354172     14.033334     4.570
    246.755829    -18.456390     4.420
    246.448746     18.892500     6.700
    247.437500    -57.755833     6.060
    246.547913     11.407499     6.110
    247.061249    -37.179447     5.790
    246.350830     37.393890     5.540
    246.708755      2.347500     6.070
    247.705826    -61.633614     5.200
    245.452911     69.109444     5.250
    246.105423     55.205002     5.740
    246.931244     -7.598056     5.230
    246.950424     -8.371667     4.630
    245.945831     61.696667     5.670
    247.426254    -46.243332     5.350
    245.997910     61.514168     2.740
    258.997070    -87.566391     6.570
    247.351669    -26.431944     0.960
    248.580414    -70.988052     5.500
    247.141663      0.665000     5.390
    247.203751     -8.128889     6.480
    251.473328    -83.238884     6.570
    255.243744    -86.364441     6.040
    247.445419    -14.550834     5.680
    247.551666    -25.115000     4.790
    247.923752    -41.816944     5.330
    247.845413    -34.704445     4.230
    247.624588     -7.515000     6.500
    247.845001    -26.537777     6.100
    247.160416     41.881664     5.040
    247.784576    -16.612778     4.280
    247.554993     21.489723     2.770
    247.728333      1.983889     3.820
    247.180832     51.407780     6.290
    248.936661    -65.495277     5.520
    247.639999     20.479168     5.250
    248.034164    -21.466389     4.450
    247.805832     22.195276     5.760
    248.520828    -44.045277     4.940
    247.524994     48.960835     6.450
    247.761673     35.225002     6.250
